fname,itp_pred,itp_pred_prob,its_pred,its_pred_prob
Uz_time_23_93_.npz,[84],[0.9510989],[466],[0.7720566]
Uz_time_23_94_.npz,[83],[0.95665836],[482],[0.45426008]
Uz_time_23_95_.npz,[85],[0.91418785],[],[]
Uz_time_23_96_.npz,[86],[0.9382052],[489],[0.896525]
Uz_time_24_01_.npz,[65],[0.95519036],[194],[0.40642008]
Uz_time_24_02_.npz,[65],[0.9616666],[211],[0.63724107]
Uz_time_24_03_.npz,[66],[0.9670885],[201],[0.6500234]
Uz_time_24_04_.npz,[65],[0.9708213],[199],[0.43575394]
Uz_time_24_05_.npz,[64],[0.94947547],[209],[0.5376575]
Uz_time_24_06_.npz,[61],[0.9227332],[201],[0.56711835]
Uz_time_24_07_.npz,[61],[0.9366918],[186],[0.423225]
Uz_time_24_08_.npz,[61],[0.9677114],[171],[0.5445078]
Uz_time_24_09_.npz,[60],[0.9558212],[151],[0.61091936]
Uz_time_24_10_.npz,[59],[0.9492178],[178],[0.35184884]
Uz_time_24_11_.npz,[53],[0.8815909],[118],[0.37252006]
Uz_time_24_12_.npz,[55],[0.86656016],[198],[0.422278]
Uz_time_24_13_.npz,[57],[0.95318234],[147],[0.4939394]
Uz_time_24_14_.npz,[54],[0.9385399],[118],[0.65007156]
Uz_time_24_15_.npz,[55],[0.95407164],[119],[0.73634946]
Uz_time_24_16_.npz,[54],[0.96478236],[117],[0.6986529]
Uz_time_24_17_.npz,[51],[0.94553417],[119],[0.42439365]
Uz_time_24_18_.npz,[50],[0.9560736],[108],[0.5831584]
Uz_time_24_19_.npz,[48],[0.942969],[100],[0.52739996]
Uz_time_24_20_.npz,[47],[0.9341871],[82],[0.4679721]
Uz_time_24_21_.npz,[44],[0.6714606],[62],[0.6504096]
Uz_time_24_22_.npz,[42],[0.9351751],[60],[0.61871207]
Uz_time_24_23_.npz,[43],[0.94147295],[66],[0.741464]
Uz_time_24_24_.npz,[41],[0.92394453],[58],[0.631267]
Uz_time_24_25_.npz,[47],[0.9401665],[68],[0.45646614]
Uz_time_24_26_.npz,[44],[0.94704807],[68],[0.6958709]
Uz_time_24_27_.npz,[48],[0.9548855],[81],[0.7451396]
Uz_time_24_28_.npz,[51],[0.9163544],[98],[0.7543447]
Uz_time_24_29_.npz,[51],[0.9348026],[108],[0.5459974]
Uz_time_24_30_.npz,[47],[0.6010589],[70],[0.48983783]
Uz_time_24_31_.npz,[55],[0.8863782],[110],[0.40383285]
Uz_time_24_32_.npz,[],[],[74],[0.47717643]
Uz_time_24_33_.npz,[57],[0.94377893],[118],[0.6666777]
Uz_time_24_34_.npz,[58],[0.9248251],[112],[0.5641413]
Uz_time_24_35_.npz,[60],[0.9285192],[178],[0.25018382]
Uz_time_24_36_.npz,[61],[0.9510117],[209],[0.22720213]
Uz_time_24_37_.npz,[61],[0.9610104],[161],[0.48138776]
Uz_time_24_38_.npz,[63],[0.95138586],[194],[0.4401958]
Uz_time_24_39_.npz,[59],[0.956502],[165],[0.564686]
Uz_time_24_40_.npz,[64],[0.96665347],[211],[0.6244487]
Uz_time_24_41_.npz,[64],[0.9564969],[208],[0.28496233]
Uz_time_24_42_.npz,[62],[0.9460476],[184],[0.5011456]
Uz_time_24_43_.npz,[64],[0.9683192],[194],[0.41395143]
Uz_time_24_44_.npz,[65],[0.9556889],[203],[0.5146459]
Uz_time_24_45_.npz,[62],[0.91072273],[210],[0.20576473]
Uz_time_24_46_.npz,[67],[0.9345728],[],[]
Uz_time_24_47_.npz,[68],[0.9501717],[242],[0.24407095]
Uz_time_24_48_.npz,[69],[0.94769204],[231],[0.5696172]
Uz_time_24_49_.npz,[67],[0.9379241],[233],[0.2511406]
Uz_time_24_50_.npz,[67],[0.9383726],[226],[0.38843772]
Uz_time_24_51_.npz,[67],[0.9435443],[273],[0.55572695]
Uz_time_24_52_.npz,[67],[0.933245],[255],[0.22402972]
Uz_time_24_53_.npz,[68],[0.92421275],[262],[0.82014173]
Uz_time_24_54_.npz,[71],[0.87475955],[253],[0.6750308]
Uz_time_24_55_.npz,[71],[0.81791264],[250],[0.6284835]
Uz_time_24_56_.npz,[69],[0.91811067],[251],[0.69275784]
Uz_time_24_57_.npz,[69],[0.9295955],[274],[0.44471112]
Uz_time_24_58_.npz,[69],[0.9357594],[267],[0.5691161]
Uz_time_24_59_.npz,[73],[0.9316244],[274],[0.5007873]
Uz_time_24_60_.npz,[72],[0.96419173],[270],[0.75263494]
Uz_time_24_61_.npz,[73],[0.9760592],[274],[0.4803436]
Uz_time_24_62_.npz,[75],[0.9653808],[278],[0.39703628]
Uz_time_24_63_.npz,[75],[0.9603813],[278],[0.28585827]
Uz_time_24_64_.npz,[75],[0.96024764],[299],[0.53211343]
Uz_time_24_65_.npz,[75],[0.94686174],[266],[0.3467118]
Uz_time_24_66_.npz,[74],[0.9481204],[310],[0.51330936]
Uz_time_24_67_.npz,[76],[0.966462],[309],[0.8097567]
Uz_time_24_68_.npz,[76],[0.966948],[],[]
Uz_time_24_69_.npz,[77],[0.9545415],[347],[0.72516775]
Uz_time_24_70_.npz,[79],[0.9443012],[],[]
Uz_time_24_71_.npz,[75],[0.9427524],[339],[0.7572174]
Uz_time_24_72_.npz,[78],[0.9728123],[339],[0.77455443]
Uz_time_24_73_.npz,[77],[0.9312582],[375],[0.6386296]
Uz_time_24_74_.npz,[77],[0.9697613],[341],[0.8105873]
Uz_time_24_75_.npz,[79],[0.9689199],[354],[0.5729482]
Uz_time_24_76_.npz,[79],[0.96411306],[360],[0.42862874]
Uz_time_24_77_.npz,[80],[0.9706222],[368],[0.8051035]
Uz_time_24_78_.npz,[80],[0.97457665],[375],[0.8047454]
Uz_time_24_79_.npz,[80],[0.9543847],[377],[0.7583246]
Uz_time_24_80_.npz,[77],[0.9641719],[361],[0.7672798]
Uz_time_24_81_.npz,[80],[0.96876746],[390],[0.7525205]
Uz_time_24_82_.npz,[79],[0.9588674],[380],[0.8251636]
Uz_time_24_83_.npz,[81],[0.9573157],[403],[0.7999826]
Uz_time_24_84_.npz,[79],[0.92451835],[409],[0.85543704]
Uz_time_24_85_.npz,[83],[0.9634654],[415],[0.84441715]
Uz_time_24_86_.npz,[83],[0.9638903],[425],[0.8242968]
Uz_time_24_87_.npz,[83],[0.96173537],[431],[0.8910309]
Uz_time_24_88_.npz,[82],[0.9534554],[434],[0.8452909]
Uz_time_24_89_.npz,[84],[0.95594764],[438],[0.80567247]
Uz_time_24_90_.npz,[82],[0.9463269],[447],[0.74264973]
Uz_time_24_91_.npz,[85],[0.9504361],[457],[0.792005]
Uz_time_24_92_.npz,[85],[0.96429914],[458],[0.8325064]
Uz_time_24_93_.npz,[85],[0.9546572],[454],[0.7179157]
Uz_time_24_94_.npz,[86],[0.9418631],[],[]
Uz_time_24_95_.npz,[83],[0.8367807],[628],[0.24506651]
Uz_time_24_96_.npz,[87],[0.95948297],[474],[0.79265594]
Uz_time_25_01_.npz,[66],[0.93884647],[224],[0.3027475]
Uz_time_25_02_.npz,[66],[0.94060403],[234],[0.32487735]
Uz_time_25_03_.npz,[67],[0.93948543],[347],[0.55880314]
Uz_time_25_04_.npz,[66],[0.9433572],[210],[0.37056297]
Uz_time_25_05_.npz,[66],[0.95076346],[],[]
Uz_time_25_06_.npz,[65],[0.9711863],[207],[0.66218203]
Uz_time_25_07_.npz,[65],[0.9550827],[202],[0.44968456]
Uz_time_25_08_.npz,[63],[0.96212804],[198],[0.412585]
Uz_time_25_09_.npz,[63],[0.95950216],[182],[0.35226807]
Uz_time_25_10_.npz,[62],[0.9609035],[192],[0.44729996]
Uz_time_25_11_.npz,[60],[0.9335203],[187],[0.598726]
Uz_time_25_12_.npz,[58],[0.93218297],[164],[0.44452772]
Uz_time_25_13_.npz,[60],[0.9491602],[158],[0.63287216]
Uz_time_25_14_.npz,[58],[0.9512528],[157],[0.41058737]
Uz_time_25_15_.npz,[58],[0.9558948],[147],[0.58287805]
Uz_time_25_16_.npz,[57],[0.9621049],[144],[0.5054249]
Uz_time_25_17_.npz,[55],[0.9547792],[135],[0.53586376]
Uz_time_25_18_.npz,[53],[0.94083774],[123],[0.4961289]
Uz_time_25_19_.npz,[51],[0.9624522],[114],[0.5717891]
Uz_time_25_20_.npz,[50],[0.9554076],[107],[0.53262585]
Uz_time_25_21_.npz,[49],[0.922715],[101],[0.5495849]
Uz_time_25_22_.npz,[47],[0.91425884],[86],[0.4731974]
Uz_time_25_23_.npz,[45],[0.87643415],[64],[0.7158798]
Uz_time_25_24_.npz,[42],[0.9312268],[59],[0.75149214]
Uz_time_25_25_.npz,[43],[0.96820146],[],[]
Uz_time_25_26_.npz,[45],[0.9413963],[68],[0.6591026]
Uz_time_25_27_.npz,[49],[0.94558364],[72],[0.30015206]
Uz_time_25_28_.npz,[51],[0.9136523],[94],[0.59166986]
Uz_time_25_29_.npz,[51],[0.9420438],[103],[0.6861328]
Uz_time_25_30_.npz,[53],[0.96098244],[106],[0.7450246]
Uz_time_25_31_.npz,[54],[0.94930106],[114],[0.66508406]
Uz_time_25_32_.npz,[57],[0.9554938],[122],[0.7404619]
Uz_time_25_33_.npz,[58],[0.9610507],[125],[0.5668326]
Uz_time_25_34_.npz,[59],[0.94361544],[],[]
Uz_time_25_35_.npz,[61],[0.95525914],[170],[0.25031245]
Uz_time_25_36_.npz,[62],[0.9739023],[163],[0.64787537]
Uz_time_25_37_.npz,[62],[0.96481454],[164],[0.38424274]
Uz_time_25_38_.npz,[63],[0.9518091],[],[]
Uz_time_25_39_.npz,[63],[0.9569977],[192],[0.4589097]
Uz_time_25_40_.npz,[64],[0.9643275],[194],[0.2996115]
Uz_time_25_41_.npz,[65],[0.9676789],[],[]
Uz_time_25_42_.npz,[66],[0.97609746],[210],[0.5034496]
Uz_time_25_43_.npz,[66],[0.97558594],[210],[0.25020647]
Uz_time_25_44_.npz,[67],[0.9585857],[207],[0.4260873]
Uz_time_25_45_.npz,[66],[0.95640326],[213],[0.27668157]
Uz_time_25_46_.npz,[69],[0.955564],[],[]
Uz_time_25_47_.npz,[71],[0.9490916],[250],[0.35840434]
Uz_time_25_48_.npz,[70],[0.9407756],[],[]
Uz_time_25_49_.npz,[70],[0.9405701],[],[]
Uz_time_25_50_.npz,[68],[0.9272018],[],[]
Uz_time_25_51_.npz,[69],[0.939761],[267],[0.55164516]
Uz_time_25_52_.npz,[69],[0.92366487],[262],[0.26542747]
Uz_time_25_53_.npz,[70],[0.9276026],[253],[0.38647118]
Uz_time_25_54_.npz,[74],[0.93877846],[269],[0.53663754]
Uz_time_25_55_.npz,[75],[0.93233895],[250],[0.7480452]
Uz_time_25_56_.npz,[72],[0.92171496],[254],[0.6334835]
Uz_time_25_57_.npz,[71],[0.9416778],[276],[0.45179766]
Uz_time_25_58_.npz,[71],[0.92703706],[255],[0.358918]
Uz_time_25_59_.npz,[73],[0.92692274],[295],[0.6181338]
Uz_time_25_60_.npz,[74],[0.9632833],[280],[0.5245631]
Uz_time_25_61_.npz,[73],[0.9564139],[274],[0.6894313]
Uz_time_25_62_.npz,[76],[0.9484362],[290],[0.55206025]
Uz_time_25_63_.npz,[76],[0.9507953],[274],[0.33651417]
Uz_time_25_64_.npz,[76],[0.963277],[297],[0.28087378]
Uz_time_25_65_.npz,[76],[0.9493569],[266],[0.44790083]
Uz_time_25_66_.npz,[76],[0.9581705],[315],[0.71925044]
Uz_time_25_67_.npz,[76],[0.9708191],[314],[0.7869572]
Uz_time_25_68_.npz,[77],[0.9703425],[322],[0.7249999]
Uz_time_25_69_.npz,[78],[0.95982426],[347],[0.6339523]
Uz_time_25_70_.npz,[82],[0.94241863],[],[]
Uz_time_25_71_.npz,[77],[0.9543671],[361],[0.59343165]
Uz_time_25_72_.npz,[80],[0.95832217],[352],[0.4643577]
Uz_time_25_73_.npz,[78],[0.95322144],[373],[0.42631778]
Uz_time_25_74_.npz,[79],[0.9562823],[],[]
Uz_time_25_75_.npz,[81],[0.97222996],[359],[0.5437609]
Uz_time_25_76_.npz,[80],[0.9749776],[358],[0.6772038]
Uz_time_25_77_.npz,[82],[0.97201174],[370],[0.63024616]
Uz_time_25_78_.npz,[82],[0.9764607],[374],[0.79009664]
Uz_time_25_79_.npz,[81],[0.97075695],[377],[0.7345854]
Uz_time_25_80_.npz,[81],[0.96222585],[393],[0.68463993]
Uz_time_25_81_.npz,[82],[0.9750923],[374],[0.7572232]
Uz_time_25_82_.npz,[82],[0.97685355],[390],[0.49099603]
Uz_time_25_83_.npz,[83],[0.96612364],[400],[0.79088104]
Uz_time_25_84_.npz,[82],[0.9539116],[410],[0.48823383]
Uz_time_25_85_.npz,[84],[0.9669292],[415],[0.78439796]
Uz_time_25_86_.npz,[85],[0.95446384],[419],[0.8559143]
Uz_time_25_87_.npz,[87],[0.9677196],[427],[0.83315074]
Uz_time_25_88_.npz,[85],[0.9472718],[428],[0.81798434]
Uz_time_25_89_.npz,[86],[0.95883876],[434],[0.8788055]
Uz_time_25_90_.npz,[84],[0.9572132],[440],[0.8330958]
Uz_time_25_91_.npz,[86],[0.9542816],[451],[0.6134298]
Uz_time_25_92_.npz,[87],[0.967879],[458],[0.5784726]
Uz_time_25_93_.npz,[87],[0.9649312],[463],[0.83565503]
Uz_time_25_94_.npz,[87],[0.96377337],[],[]
Uz_time_25_95_.npz,[88],[0.91995615],[],[]
Uz_time_25_96_.npz,[89],[0.9512324],[474],[0.38912094]
Uz_time_26_01_.npz,[67],[0.94440067],[269],[0.39003268]
Uz_time_26_02_.npz,[68],[0.9302746],[263],[0.33283406]
Uz_time_26_03_.npz,[69],[0.92076963],[226],[0.21542986]
Uz_time_26_04_.npz,[68],[0.92923194],[],[]
Uz_time_26_05_.npz,[67],[0.933158],[234],[0.24112347]
Uz_time_26_06_.npz,[65],[0.9109516],[208],[0.5783701]
Uz_time_26_07_.npz,[66],[0.9568914],[201],[0.5319784]
Uz_time_26_08_.npz,[66],[0.9592165],[210],[0.535568]
Uz_time_26_09_.npz,[65],[0.96335506],[206],[0.44731963]
Uz_time_26_10_.npz,[64],[0.96051943],[186],[0.45172983]
Uz_time_26_11_.npz,[64],[0.9591944],[182],[0.5307028]
Uz_time_26_12_.npz,[63],[0.9480243],[186],[0.30233815]
Uz_time_26_13_.npz,[63],[0.9565473],[184],[0.5018326]
Uz_time_26_14_.npz,[61],[0.9510388],[184],[0.46886998]
Uz_time_26_15_.npz,[61],[0.97077113],[165],[0.61621624]
Uz_time_26_16_.npz,[60],[0.9558847],[162],[0.4446382]
Uz_time_26_17_.npz,[57],[0.9495852],[128],[0.3547991]
Uz_time_26_18_.npz,[57],[0.94687617],[130],[0.5999236]
Uz_time_26_19_.npz,[55],[0.959867],[119],[0.5845395]
Uz_time_26_20_.npz,[54],[0.9532576],[114],[0.60424644]
Uz_time_26_21_.npz,[50],[0.961093],[108],[0.6677546]
Uz_time_26_22_.npz,[49],[0.9343621],[99],[0.6710333]
Uz_time_26_23_.npz,[48],[0.9284982],[91],[0.58703274]
Uz_time_26_24_.npz,[46],[0.9301427],[64],[0.7730638]
Uz_time_26_25_.npz,[42],[0.949449],[59],[0.74528986]
Uz_time_26_26_.npz,[42],[0.90634096],[54],[0.21286848]
Uz_time_26_27_.npz,[45],[0.94512177],[65],[0.59991074]
Uz_time_26_28_.npz,[46],[0.93589085],[64],[0.7472129]
Uz_time_26_29_.npz,[47],[0.9294318],[68],[0.6030585]
Uz_time_26_30_.npz,[47],[0.9585636],[95],[0.6758519]
Uz_time_26_31_.npz,[53],[0.95913136],[109],[0.655001]
Uz_time_26_32_.npz,[51],[0.95908916],[107],[0.6332721]
Uz_time_26_33_.npz,[56],[0.9614676],[122],[0.647229]
Uz_time_26_34_.npz,[58],[0.95072955],[125],[0.45617765]
Uz_time_26_35_.npz,[60],[0.95520854],[155],[0.5463011]
Uz_time_26_36_.npz,[60],[0.9703312],[155],[0.7245031]
Uz_time_26_37_.npz,[61],[0.9741743],[154],[0.56780505]
Uz_time_26_38_.npz,[62],[0.9720533],[162],[0.71318734]
Uz_time_26_39_.npz,[61],[0.95303106],[176],[0.419747]
Uz_time_26_40_.npz,[63],[0.9575491],[175],[0.5049746]
Uz_time_26_41_.npz,[63],[0.9669963],[170],[0.47025743]
Uz_time_26_42_.npz,[64],[0.9717359],[178],[0.30351028]
Uz_time_26_43_.npz,[65],[0.97399896],[208],[0.3829414]
Uz_time_26_44_.npz,[66],[0.9750367],[186],[0.7812911]
Uz_time_26_45_.npz,[66],[0.96719086],[197],[0.5793114]
Uz_time_26_46_.npz,[67],[0.95100427],[201],[0.59510016]
Uz_time_26_47_.npz,[68],[0.95449394],[],[]
Uz_time_26_48_.npz,[68],[0.9400237],[208],[0.310194]
Uz_time_26_49_.npz,[68],[0.95539415],[232],[0.42794657]
Uz_time_26_50_.npz,[68],[0.9465653],[256],[0.21548738]
Uz_time_26_51_.npz,[69],[0.95649856],[255],[0.58694243]
Uz_time_26_52_.npz,[69],[0.9522591],[258],[0.24149886]
Uz_time_26_53_.npz,[71],[0.9380749],[258],[0.36194932]
Uz_time_26_54_.npz,[71],[0.9333771],[255],[0.70990026]
Uz_time_26_55_.npz,[71],[0.9446221],[254],[0.4376684]
Uz_time_26_56_.npz,[72],[0.9316784],[250],[0.73903584]
Uz_time_26_57_.npz,[71],[0.94229895],[256],[0.5147471]
Uz_time_26_58_.npz,[71],[0.9390864],[255],[0.69446033]
Uz_time_26_59_.npz,[73],[0.9318994],[264],[0.5444451]
Uz_time_26_60_.npz,[73],[0.95061886],[274],[0.46501872]
Uz_time_26_61_.npz,[75],[0.9533869],[266],[0.4821589]
Uz_time_26_62_.npz,[75],[0.9554232],[266],[0.56548065]
Uz_time_26_63_.npz,[75],[0.95989203],[271],[0.52526426]
Uz_time_26_64_.npz,[75],[0.9570277],[291],[0.7061714]
Uz_time_26_65_.npz,[76],[0.9659204],[317],[0.8463126]
Uz_time_26_66_.npz,[76],[0.95644957],[306],[0.6782493]
Uz_time_26_67_.npz,[77],[0.9712361],[304],[0.831841]
Uz_time_26_68_.npz,[76],[0.97444814],[313],[0.8659332]
Uz_time_26_69_.npz,[78],[0.9703583],[322],[0.63752574]
Uz_time_26_70_.npz,[79],[0.94935167],[],[]
Uz_time_26_71_.npz,[78],[0.9602818],[348],[0.77622]
Uz_time_26_72_.npz,[79],[0.950221],[351],[0.4152267]
Uz_time_26_73_.npz,[78],[0.9542068],[339],[0.6076058]
Uz_time_26_74_.npz,[82],[0.9614793],[426],[0.45402333]
Uz_time_26_75_.npz,[81],[0.9748],[335],[0.7637591]
Uz_time_26_76_.npz,[82],[0.9677802],[355],[0.5464599]
Uz_time_26_77_.npz,[83],[0.96778774],[370],[0.35152182]
Uz_time_26_78_.npz,[82],[0.970052],[365],[0.68694425]
Uz_time_26_79_.npz,[81],[0.9765671],[394],[0.40127423]
Uz_time_26_80_.npz,[83],[0.9560762],[390],[0.6760423]
Uz_time_26_81_.npz,[82],[0.96849567],[390],[0.78788275]
Uz_time_26_82_.npz,[83],[0.962999],[396],[0.4094685]
Uz_time_26_83_.npz,[83],[0.96852577],[391],[0.84085226]
Uz_time_26_84_.npz,[83],[0.95266426],[428],[0.45146]
Uz_time_26_85_.npz,[84],[0.9687076],[403],[0.75607914]
Uz_time_26_86_.npz,[84],[0.9528482],[414],[0.832945]
Uz_time_26_87_.npz,[85],[0.9596589],[423],[0.85997313]
Uz_time_26_88_.npz,[84],[0.94309115],[425],[0.59442]
Uz_time_26_89_.npz,[84],[0.95927167],[431],[0.8575223]
Uz_time_26_90_.npz,[83],[0.9638666],[434],[0.74088395]
Uz_time_26_91_.npz,[86],[0.94687897],[443],[0.82451034]
Uz_time_26_92_.npz,[86],[0.95862764],[449],[0.877314]
Uz_time_26_93_.npz,[86],[0.9567041],[453],[0.7589334]
Uz_time_26_94_.npz,[87],[0.95795095],[514],[0.40400237]
Uz_time_26_95_.npz,[87],[0.9210835],[628],[0.21206528]
Uz_time_26_96_.npz,[88],[0.9465742],[504],[0.44535625]
Uz_time_27_01_.npz,[69],[0.9314807],[],[]
Uz_time_27_02_.npz,[68],[0.92142075],[239],[0.45301357]
Uz_time_27_03_.npz,[69],[0.93252254],[218],[0.45546934]
Uz_time_27_04_.npz,[69],[0.9447655],[],[]
Uz_time_27_05_.npz,[68],[0.9538604],[235],[0.496234]
Uz_time_27_06_.npz,[66],[0.9367759],[234],[0.21706547]
Uz_time_27_07_.npz,[67],[0.951879],[208],[0.24946724]
Uz_time_27_08_.npz,[66],[0.9580931],[201],[0.5250009]
Uz_time_27_09_.npz,[65],[0.9529096],[207],[0.48681855]
Uz_time_27_10_.npz,[65],[0.9604198],[198],[0.54859644]
Uz_time_27_11_.npz,[64],[0.96244556],[178],[0.46090356]
Uz_time_27_12_.npz,[63],[0.9641217],[170],[0.6323884]
Uz_time_27_13_.npz,[63],[0.9618848],[166],[0.6811157]
Uz_time_27_14_.npz,[62],[0.96060634],[169],[0.5617816]
Uz_time_27_15_.npz,[61],[0.97285604],[158],[0.66113573]
Uz_time_27_16_.npz,[61],[0.9687782],[155],[0.75005746]
Uz_time_27_17_.npz,[59],[0.9637925],[155],[0.66069514]
Uz_time_27_18_.npz,[58],[0.9595735],[143],[0.63091]
Uz_time_27_19_.npz,[56],[0.9556449],[122],[0.4779816]
Uz_time_27_20_.npz,[54],[0.94642377],[114],[0.6079627]
Uz_time_27_21_.npz,[53],[0.95768595],[108],[0.6793393]
Uz_time_27_22_.npz,[51],[0.94399506],[106],[0.6042762]
Uz_time_27_23_.npz,[51],[0.93429315],[100],[0.7768628]
Uz_time_27_24_.npz,[49],[0.93305403],[90],[0.5867259]
Uz_time_27_25_.npz,[49],[0.94771034],[98],[0.7117875]
Uz_time_27_26_.npz,[39],[0.76715535],[],[]
Uz_time_27_27_.npz,[42],[0.9103225],[],[]
Uz_time_27_28_.npz,[43],[0.9293483],[60],[0.74580157]
Uz_time_27_29_.npz,[43],[0.9319214],[64],[0.62718886]
Uz_time_27_30_.npz,[47],[0.9383453],[68],[0.33967134]
Uz_time_27_31_.npz,[50],[0.9505282],[98],[0.7540742]
Uz_time_27_32_.npz,[51],[0.95588374],[108],[0.67533356]
Uz_time_27_33_.npz,[54],[0.9498876],[115],[0.6012146]
Uz_time_27_34_.npz,[55],[0.94244534],[118],[0.5595546]
Uz_time_27_35_.npz,[57],[0.9313044],[],[]
Uz_time_27_36_.npz,[59],[0.95434743],[150],[0.5319032]
Uz_time_27_37_.npz,[59],[0.95425916],[154],[0.2167377]
Uz_time_27_38_.npz,[60],[0.95281166],[162],[0.49858904]
Uz_time_27_39_.npz,[58],[0.9258514],[180],[0.230612]
Uz_time_27_40_.npz,[62],[0.96202743],[171],[0.60876584]
Uz_time_27_41_.npz,[62],[0.97140074],[176],[0.50995]
Uz_time_27_42_.npz,[61],[0.94823647],[187],[0.47875497]
Uz_time_27_43_.npz,[63],[0.9670921],[194],[0.5274585]
Uz_time_27_44_.npz,[65],[0.97279054],[189],[0.24913076]
Uz_time_27_45_.npz,[65],[0.9724584],[210],[0.45874807]
Uz_time_27_46_.npz,[65],[0.94188184],[],[]
Uz_time_27_47_.npz,[67],[0.9446042],[],[]
Uz_time_27_48_.npz,[67],[0.95367485],[201],[0.30106348]
Uz_time_27_49_.npz,[67],[0.94439983],[205],[0.3889999]
Uz_time_27_50_.npz,[67],[0.9495249],[210],[0.2404906]
Uz_time_27_51_.npz,[69],[0.95165837],[230],[0.30013037]
Uz_time_27_52_.npz,[69],[0.961771],[262],[0.4690081]
Uz_time_27_53_.npz,[69],[0.94898456],[255],[0.49841526]
Uz_time_27_54_.npz,[70],[0.9545587],[261],[0.578007]
Uz_time_27_55_.npz,[69],[0.9473503],[257],[0.47304705]
Uz_time_27_56_.npz,[72],[0.9547089],[273],[0.5450469]
Uz_time_27_57_.npz,[70],[0.93109226],[253],[0.59171414]
Uz_time_27_58_.npz,[71],[0.9167493],[249],[0.755859]
Uz_time_27_59_.npz,[73],[0.93784434],[258],[0.60688424]
Uz_time_27_60_.npz,[74],[0.9636139],[274],[0.32943606]
Uz_time_27_61_.npz,[74],[0.97265977],[281],[0.6013669]
Uz_time_27_62_.npz,[75],[0.9613696],[297],[0.5604396]
Uz_time_27_63_.npz,[75],[0.96095616],[290],[0.44643384]
Uz_time_27_64_.npz,[75],[0.9594467],[286],[0.29119673]
Uz_time_27_65_.npz,[75],[0.9575188],[297],[0.60909176]
Uz_time_27_66_.npz,[76],[0.9580986],[317],[0.8729778]
Uz_time_27_67_.npz,[76],[0.9753341],[299],[0.57185936]
Uz_time_27_68_.npz,[76],[0.9678305],[303],[0.82818186]
Uz_time_27_69_.npz,[77],[0.9723895],[314],[0.5384936]
Uz_time_27_70_.npz,[78],[0.93702775],[323],[0.6282233]
Uz_time_27_71_.npz,[78],[0.96054614],[326],[0.4276193]
Uz_time_27_72_.npz,[79],[0.9638236],[369],[0.70693773]
Uz_time_27_73_.npz,[77],[0.96085644],[346],[0.7657189]
Uz_time_27_74_.npz,[80],[0.9390458],[349],[0.40902945]
Uz_time_27_75_.npz,[81],[0.95873225],[354],[0.47800237]
Uz_time_27_76_.npz,[80],[0.9591273],[347],[0.8237258]
Uz_time_27_77_.npz,[80],[0.9705039],[351],[0.507298]
Uz_time_27_78_.npz,[80],[0.9757726],[354],[0.30584314]
Uz_time_27_79_.npz,[80],[0.9655321],[365],[0.78779614]
Uz_time_27_80_.npz,[81],[0.9628599],[373],[0.82171595]
Uz_time_27_81_.npz,[81],[0.96096176],[378],[0.80068076]
Uz_time_27_82_.npz,[81],[0.95409995],[385],[0.8383393]
Uz_time_27_83_.npz,[82],[0.9440995],[394],[0.70934576]
Uz_time_27_84_.npz,[75],[0.8451212],[395],[0.34980538]
Uz_time_27_85_.npz,[83],[0.9672422],[401],[0.88552904]
Uz_time_27_86_.npz,[83],[0.9561158],[411],[0.44129452]
Uz_time_27_87_.npz,[83],[0.9641318],[419],[0.7476842]
Uz_time_27_88_.npz,[83],[0.965033],[419],[0.8376169]
Uz_time_27_89_.npz,[83],[0.9673431],[423],[0.8593761]
Uz_time_27_90_.npz,[83],[0.96432096],[435],[0.7192644]
Uz_time_27_91_.npz,[85],[0.9523968],[439],[0.83672774]
Uz_time_27_92_.npz,[86],[0.9562327],[441],[0.82158345]
Uz_time_27_93_.npz,[85],[0.95849013],[456],[0.73926884]
Uz_time_27_94_.npz,[85],[0.9538822],[514],[0.37263933]
Uz_time_27_95_.npz,[87],[0.9332338],[552],[0.42944983]
Uz_time_27_96_.npz,[87],[0.950914],[472],[0.7801964]
Uz_time_28_01_.npz,[68],[0.95098335],[230],[0.6003061]
Uz_time_28_02_.npz,[68],[0.94758147],[225],[0.3826156]
Uz_time_28_03_.npz,[67],[0.9475107],[211],[0.57513124]
Uz_time_28_04_.npz,[67],[0.9529911],[229],[0.34902653]
Uz_time_28_05_.npz,[67],[0.9559809],[186],[0.33553812]
Uz_time_28_06_.npz,[65],[0.93409944],[193],[0.42477685]
Uz_time_28_07_.npz,[65],[0.9497025],[186],[0.38126683]
Uz_time_28_08_.npz,[63],[0.9561313],[170],[0.47399282]
Uz_time_28_09_.npz,[63],[0.95441043],[176],[0.48609814]
Uz_time_28_10_.npz,[63],[0.96073693],[175],[0.46969885]
Uz_time_28_11_.npz,[61],[0.97411436],[170],[0.6522909]
Uz_time_28_12_.npz,[61],[0.97104365],[165],[0.71593666]
Uz_time_28_13_.npz,[61],[0.97481966],[162],[0.7324316]
Uz_time_28_14_.npz,[60],[0.9696573],[155],[0.65127647]
Uz_time_28_15_.npz,[59],[0.9686382],[138],[0.5818165]
Uz_time_28_16_.npz,[58],[0.97382396],[135],[0.6401567]
Uz_time_28_17_.npz,[58],[0.96411085],[139],[0.6256979]
